code,npi_number,short_description,long_description
74300,1497708473,,"Cholangiography and/or pancreatography; intraoperative, radiological supervision and interpretation"
74329,1497708473,,"Endoscopic catheterization of the pancreatic ductal system, radiological supervision and interpretation"
74363,1497708473,,"Percutaneous transhepatic dilation of biliary duct stricture with or without placement of stent, radiological supervision and interpretation"
74400,1497708473,,"Urography (pyelography), intravenous, with or without KUB, with or without tomography"
74410,1497708473,,"Urography, infusion, drip technique and/or bolus technique;"
74415,1497708473,,"Urography, infusion, drip technique and/or bolus technique; with nephrotomography"
74420,1497708473,,"Urography, retrograde, with or without KUB"
74425,1497708473,,"Urography, antegrade (pyelostogram, nephrostogram, loopogram), radiological supervision and interpretation"
74430,1497708473,,"Cystography, minimum of 3 views, radiological supervision and interpretation"
74450,1497708473,,"Urethrocystography, retrograde, radiological supervision and interpretation"
74455,1497708473,,"Urethrocystography, voiding, radiological supervision and interpretation"
74470,1497708473,,"Radiologic examination, renal cyst study, translumbar, contrast visualization, radiological supervision and interpretation"
74710,1497708473,,"Pelvimetry, with or without placental localization"
74740,1497708473,,"Hysterosalpingography, radiological supervision and interpretation"
75600,1497708473,,"Aortography, thoracic, without serialography, radiological supervision and interpretation"
75625,1497708473,,"Aortography, abdominal, by serialography, radiological supervision and interpretation"
75630,1497708473,,"Aortography, abdominal plus bilateral iliofemoral lower extremity, catheter, by serialography, radiological supervision and interpretation"
75635,1497708473,,"Computed tomographic angiography, abdominal aorta and bilateral iliofemoral lower extremity runoff, with contrast material(s), including noncontrast images, if performed, and image postprocessing"
75710,1497708473,,"Angiography, extremity, unilateral, radiological supervision and interpretation"
75716,1497708473,,"Angiography, extremity, bilateral, radiological supervision and interpretation"
75809,1497708473,,"Shuntogram for investigation of previously placed indwelling nonvascular shunt (eg, LeVeen shunt, ventriculoperitoneal shunt, indwelling infusion pump), radiological supervision and interpretation"
75820,1497708473,,"Venography, extremity, unilateral, radiological supervision and interpretation"
75822,1497708473,,"Venography, extremity, bilateral, radiological supervision and interpretation"
75825,1497708473,,"Venography, caval, inferior, with serialography, radiological supervision and interpretation"
75984,1497708473,,"Change of percutaneous tube or drainage catheter with contrast monitoring (eg, genitourinary system, abscess), radiological supervision and interpretation"
75989,1497708473,,"Radiological guidance (ie, fluoroscopy, ultrasound, or computed tomography), for percutaneous drainage (eg, abscess, specimen collection), with placement of catheter, radiological supervision and interpretation"
76000,1497708473,,"Fluoroscopy (separate procedure), up to 1 hour physician or other qualified health care professional time"
76010,1497708473,,"Radiologic examination from nose to rectum for foreign body, single view, child"
76080,1497708473,,"Radiologic examination, abscess, fistula or sinus tract study, radiological supervision and interpretation"
76098,1497708473,,"Radiological examination, surgical specimen"
76376,1497708473,,"3D rendering with interpretation and reporting of computed tomography, magnetic resonance imaging, ultrasound, or other tomographic modality with image postprocessing under concurrent supervision; not requiring image postprocessing on an independent workstation"
76377,1497708473,,"3D rendering with interpretation and reporting of computed tomography, magnetic resonance imaging, ultrasound, or other tomographic modality with image postprocessing under concurrent supervision; requiring image postprocessing on an independent workstation"
76380,1497708473,,"Computed tomography, limited or localized follow-up study"
76506,1497708473,,"Echoencephalography, real time with image documentation (gray scale) (for determination of ventricular size, delineation of cerebral contents, and detection of fluid masses or other intracranial abnormalities), including A-mode encephalography as secondary component where indicated"
76536,1497708473,,"Ultrasound, soft tissues of head and neck (eg, thyroid, parathyroid, parotid), real time with image documentation"
76604,1497708473,,"Ultrasound, chest (includes mediastinum), real time with image documentation"
76641,1497708473,,"Ultrasound, breast, unilateral, real time with image documentation, including axilla when performed; complete"
76642,1497708473,,"Ultrasound, breast, unilateral, real time with image documentation, including axilla when performed; limited"
76700,1497708473,,"Ultrasound, abdominal, real time with image documentation; complete"
76705,1497708473,,"Ultrasound, abdominal, real time with image documentation; limited (eg, single organ, quadrant, follow-up)"
76706,1497708473,,"Ultrasound, abdominal aorta, real time with image documentation, screening study for abdominal aortic aneurysm (AAA)"
76770,1497708473,,"Ultrasound, retroperitoneal (eg, renal, aorta, nodes), real time with image documentation; complete"
76775,1497708473,,"Ultrasound, retroperitoneal (eg, renal, aorta, nodes), real time with image documentation; limited"
76800,1497708473,,"Ultrasound, spinal canal and contents"
76801,1497708473,,"Ultrasound, pregnant uterus, real time with image documentation, fetal and maternal evaluation, first trimester (< 14 weeks 0 days), transabdominal approach; single or first gestation"
76802,1497708473,,"Ultrasound, pregnant uterus, real time with image documentation, fetal and maternal evaluation, first trimester (< 14 weeks 0 days), transabdominal approach; each additional gestation (List separately in addition to code for primary procedure)"
76805,1497708473,,"Ultrasound, pregnant uterus, real time with image documentation, fetal and maternal evaluation, after first trimester (> or = 14 weeks 0 days), transabdominal approach; single or first gestation"
76810,1497708473,,"Ultrasound, pregnant uterus, real time with image documentation, fetal and maternal evaluation, after first trimester (> or = 14 weeks 0 days), transabdominal approach; each additional gestation (List separately in addition to code for primary procedure)"
76815,1497708473,,"Ultrasound, pregnant uterus, real time with image documentation, limited (eg, fetal heart beat, placental location, fetal position and/or qualitative amniotic fluid volume), 1 or more fetuses"
76816,1497708473,,"Ultrasound, pregnant uterus, real time with image documentation, follow-up (eg, re-evaluation of fetal size by measuring standard growth parameters and amniotic fluid volume, re-evaluation of organ system(s) suspected or confirmed to be abnormal on a previous scan), transabdominal approach, per fetus"
76817,1497708473,,"Ultrasound, pregnant uterus, real time with image documentation, transvaginal"
76818,1497708473,,Fetal biophysical profile; with non-stress testing
76819,1497708473,,Fetal biophysical profile; without non-stress testing
76820,1497708473,,"Doppler velocimetry, fetal; umbilical artery"
76830,1497708473,,"Ultrasound, transvaginal"
76831,1497708473,,"Saline infusion sonohysterography (SIS), including color flow Doppler, when performed"
76856,1497708473,,"Ultrasound, pelvic (nonobstetric), real time with image documentation; complete"
76857,1497708473,,"Ultrasound, pelvic (nonobstetric), real time with image documentation; limited or follow-up (eg, for follicles)"
76870,1497708473,,"Ultrasound, scrotum and contents"
76872,1497708473,,"Ultrasound, transrectal;"
76882,1497708473,,"Ultrasound, limited, joint or other nonvascular extremity structure(s) (eg, joint space, peri-articular tendon[s], muscle[s], nerve[s], other soft tissue structure[s], or soft tissue mass[es]), real-time with image documentation"
76885,1497708473,,"Ultrasound, infant hips, real time with imaging documentation; dynamic (requiring physician or other qualified health care professional manipulation)"
76886,1497708473,,"Ultrasound, infant hips, real time with imaging documentation; limited, static (not requiring physician or other qualified health care professional manipulation)"
76937,1497708473,,"Ultrasound guidance for vascular access requiring ultrasound evaluation of potential access sites, documentation of selected vessel patency, concurrent realtime ultrasound visualization of vascular needle entry, with permanent recording and reporting (List separately in addition to code for primary procedure)"
76942,1497708473,,"Ultrasonic guidance for needle placement (eg, biopsy, aspiration, injection, localization device), imaging supervision and interpretation"
76946,1497708473,,"Ultrasonic guidance for amniocentesis, imaging supervision and interpretation"
76981,1497708473,,"Ultrasound, elastography; parenchyma (eg, organ)"
76982,1497708473,,"Ultrasound, elastography; first target lesion"
76983,1497708473,,"Ultrasound, elastography; each additional target lesion (List separately in addition to code for primary procedure)"
77001,1497708473,,"Fluoroscopic guidance for central venous access device placement, replacement (catheter only or complete), or removal (includes fluoroscopic guidance for vascular access and catheter manipulation, any necessary contrast injections through access site or catheter with related venography radiologic supervision and interpretation, and radiographic documentation of final catheter position) (List separately in addition to code for primary procedure)"
77002,1497708473,,"Fluoroscopic guidance for needle placement (eg, biopsy, aspiration, injection, localization device) (List separately in addition to code for primary procedure)"
77003,1497708473,,Fluoroscopic guidance and localization of needle or catheter tip for spine or paraspinous diagnostic or therapeutic injection procedures (epidural or subarachnoid) (List separately in addition to code for primary procedure)
77012,1497708473,,"Computed tomography guidance for needle placement (eg, biopsy, aspiration, injection, localization device), radiological supervision and interpretation"
77046,1497708473,,"Magnetic resonance imaging, breast, without contrast material; unilateral"
77047,1497708473,,"Magnetic resonance imaging, breast, without contrast material; bilateral"
77048,1497708473,,"Magnetic resonance imaging, breast, without and with contrast material(s), including computer-aided detection (CAD real-time lesion detection, characterization and pharmacokinetic analysis), when performed; unilateral"
77053,1497708473,,"Mammary ductogram or galactogram, single duct, radiological supervision and interpretation"
77065,1497708473,,"Diagnostic mammography, including computer-aided detection (CAD) when performed; unilateral"
77066,1497708473,,"Diagnostic mammography, including computer-aided detection (CAD) when performed; bilateral"
77067,1497708473,,"Screening mammography, bilateral (2-view study of each breast), including computer-aided detection (CAD) when performed"
77072,1497708473,,Bone age studies
77073,1497708473,,"Bone length studies (orthoroentgenogram, scanogram)"
77074,1497708473,,"Radiologic examination, osseous survey; limited (eg, for metastases)"
77075,1497708473,,"Radiologic examination, osseous survey; complete (axial and appendicular skeleton)"
77076,1497708473,,"Radiologic examination, osseous survey, infant"
77080,1497708473,,"Dual-energy X-ray absorptiometry (DXA), bone density study, 1 or more sites; axial skeleton (eg, hips, pelvis, spine)"
77081,1497708473,,"Dual-energy X-ray absorptiometry (DXA), bone density study, 1 or more sites; appendicular skeleton (peripheral) (eg, radius, wrist, heel)"
78012,1497708473,,"Thyroid uptake, single or multiple quantitative measurement(s) (including stimulation, suppression, or discharge, when performed)"
78013,1497708473,,"Thyroid imaging (including vascular flow, when performed);"
78014,1497708473,,"Thyroid imaging (including vascular flow, when performed); with single or multiple uptake(s) quantitative measurement(s) (including stimulation, suppression, or discharge, when performed)"
78018,1497708473,,Thyroid carcinoma metastases imaging; whole body
78070,1497708473,,"Parathyroid planar imaging (including subtraction, when performed);"
78195,1497708473,,Lymphatics and lymph nodes imaging
78201,1497708473,,Liver imaging; static only
78215,1497708473,,Liver and spleen imaging; static only
78226,1497708473,,"Hepatobiliary system imaging, including gallbladder when present;"
78227,1497708473,,"Hepatobiliary system imaging, including gallbladder when present; with pharmacologic intervention, including quantitative measurement(s) when performed"
78230,1497708473,,Salivary gland imaging;
78264,1497708473,,"Gastric emptying imaging study (eg, solid, liquid, or both);"
78278,1497708473,,Acute gastrointestinal blood loss imaging
78290,1497708473,,"Intestine imaging (eg, ectopic gastric mucosa, Meckel's localization, volvulus)"
78300,1497708473,,Bone and/or joint imaging; limited area
78305,1497708473,,Bone and/or joint imaging; multiple areas
78306,1497708473,,Bone and/or joint imaging; whole body
78315,1497708473,,Bone and/or joint imaging; 3 phase study
78445,1497708473,,"Non-cardiac vascular flow imaging (ie, angiography, venography)"
78451,1497708473,,"Myocardial perfusion imaging, tomographic (SPECT) (including attenuation correction, qualitative or quantitative wall motion, ejection fraction by first pass or gated technique, additional quantification, when performed); single study, at rest or stress (exercise or pharmacologic)"
78452,1497708473,,"Myocardial perfusion imaging, tomographic (SPECT) (including attenuation correction, qualitative or quantitative wall motion, ejection fraction by first pass or gated technique, additional quantification, when performed); multiple studies, at rest and/or stress (exercise or pharmacologic) and/or redistribution and/or rest reinjection"
78466,1497708473,,"Myocardial imaging, infarct avid, planar; qualitative or quantitative"
78469,1497708473,,"Myocardial imaging, infarct avid, planar; tomographic SPECT with or without quantification"
78472,1497708473,,"Cardiac blood pool imaging, gated equilibrium; planar, single study at rest or stress (exercise and/or pharmacologic), wall motion study plus ejection fraction, with or without additional quantitative processing"
78579,1497708473,,"Pulmonary ventilation imaging (eg, aerosol or gas)"
78580,1497708473,,"Pulmonary perfusion imaging (eg, particulate)"
78582,1497708473,,"Pulmonary ventilation (eg, aerosol or gas) and perfusion imaging"
78605,1497708473,,"Brain imaging, minimum 4 static views;"
78606,1497708473,,"Brain imaging, minimum 4 static views; with vascular flow"
78610,1497708473,,"Brain imaging, vascular flow only"
78701,1497708473,,Kidney imaging morphology; with vascular flow
78707,1497708473,,"Kidney imaging morphology; with vascular flow and function, single study without pharmacological intervention"
78708,1497708473,,"Kidney imaging morphology; with vascular flow and function, single study, with pharmacological intervention (eg, angiotensin converting enzyme inhibitor and/or diuretic)"
78740,1497708473,,Ureteral reflux study (radiopharmaceutical voiding cystogram)
78761,1497708473,,Testicular imaging with vascular flow
78800,1497708473,,"Radiopharmaceutical localization of tumor, inflammatory process or distribution of radiopharmaceutical agent(s) (includes vascular flow and blood pool imaging, when performed); planar, single area (eg, head, neck, chest, pelvis), single day imaging"
78801,1497708473,,"Radiopharmaceutical localization of tumor, inflammatory process or distribution of radiopharmaceutical agent(s) (includes vascular flow and blood pool imaging, when performed); planar, 2 or more areas (eg, abdomen and pelvis, head and chest), 1 or more days imaging or single area imaging over 2 or more days"
78803,1497708473,,"Radiopharmaceutical localization of tumor, inflammatory process or distribution of radiopharmaceutical agent(s) (includes vascular flow and blood pool imaging, when performed); tomographic (SPECT), single area (eg, head, neck, chest, pelvis), single day imaging"
78804,1497708473,,"Radiopharmaceutical localization of tumor, inflammatory process or distribution of radiopharmaceutical agent(s) (includes vascular flow and blood pool imaging, when performed); planar, whole body, requiring 2 or more days imaging"
78831,1497708473,,"Radiopharmaceutical localization of tumor, inflammatory process or distribution of radiopharmaceutical agent(s) (includes vascular flow and blood pool imaging, when performed); tomographic (SPECT), minimum 2 areas (eg, pelvis and knees, abdomen and pelvis), single day imaging, or single area imaging over 2 or more days"
79005,1497708473,,"Radiopharmaceutical therapy, by oral administration"
80048,1497708473,,"Basic metabolic panel (Calcium, total) This panel must include the following: Calcium, total (82310) Carbon dioxide (bicarbonate) (82374) Chloride (82435) Creatinine (82565) Glucose (82947) Potassium (84132) Sodium (84295) Urea nitrogen (BUN) (84520)"
80050,1497708473,,"General health panel This panel must include the following: Comprehensive metabolic panel (80053) Blood count, complete (CBC), automated and automated differential WBC count (85025 or 85027 and 85004) OR Blood count, complete (CBC), automated (85027) and appropriate manual differential WBC count (85007 or 85009) Thyroid stimulating hormone (TSH) (84443)"
80051,1497708473,,Electrolyte panel This panel must include the following: Carbon dioxide (bicarbonate) (82374) Chloride (82435) Potassium (84132) Sodium (84295)
80053,1497708473,,"Comprehensive metabolic panel This panel must include the following: Albumin (82040) Bilirubin, total (82247) Calcium, total (82310) Carbon dioxide (bicarbonate) (82374) Chloride (82435) Creatinine (82565) Glucose (82947) Phosphatase, alkaline (84075) Potassium (84132) Protein, total (84155) Sodium (84295) Transferase, alanine amino (ALT) (SGPT) (84460) Transferase, aspartate amino (AST) (SGOT) (84450) Urea nitrogen (BUN) (84520)"
80061,1497708473,,"Lipid panel This panel must include the following: Cholesterol, serum, total (82465) Lipoprotein, direct measurement, high density cholesterol (HDL cholesterol) (83718) Triglycerides (84478)"
80069,1497708473,,"Renal function panel This panel must include the following: Albumin (82040) Calcium, total (82310) Carbon dioxide (bicarbonate) (82374) Chloride (82435) Creatinine (82565) Glucose (82947) Phosphorus inorganic (phosphate) (84100) Potassium (84132) Sodium (84295) Urea nitrogen (BUN) (84520)"
80074,1497708473,,"Acute hepatitis panel This panel must include the following: Hepatitis A antibody (HAAb), IgM antibody (86709) Hepatitis B core antibody (HBcAb), IgM antibody (86705) Hepatitis B surface antigen (HBsAg) (87340) Hepatitis C antibody (86803)"
80076,1497708473,,"Hepatic function panel This panel must include the following: Albumin (82040) Bilirubin, total (82247) Bilirubin, direct (82248) Phosphatase, alkaline (84075) Protein, total (84155) Transferase, alanine amino (ALT) (SGPT) (84460) Transferase, aspartate amino (AST) (SGOT) (84450)"
80145,1497708473,,Adalimumab
80150,1497708473,,Amikacin
80155,1497708473,,Caffeine
80156,1497708473,,Carbamazepine; total
80157,1497708473,,Carbamazepine; free
80158,1497708473,,Cyclosporine
80159,1497708473,,Clozapine
80162,1497708473,,Digoxin; total
80164,1497708473,,Valproic acid (dipropylacetic acid); total
80165,1497708473,,Valproic acid (dipropylacetic acid); free
80168,1497708473,,Ethosuximide
80169,1497708473,,Everolimus
80170,1497708473,,Gentamicin
80171,1497708473,,"Gabapentin, whole blood, serum, or plasma"
80173,1497708473,,Haloperidol
80175,1497708473,,Lamotrigine
80176,1497708473,,Lidocaine
80177,1497708473,,Levetiracetam
80178,1497708473,,Lithium
80180,1497708473,,Mycophenolate (mycophenolic acid)
80183,1497708473,,Oxcarbazepine
80184,1497708473,,Phenobarbital
80185,1497708473,,Phenytoin; total
80186,1497708473,,Phenytoin; free
80188,1497708473,,Primidone
80190,1497708473,,Procainamide;
80192,1497708473,,"Procainamide; with metabolites (eg, n-acetyl procainamide)"
80194,1497708473,,Quinidine
80195,1497708473,,Sirolimus
80197,1497708473,,Tacrolimus
80198,1497708473,,Theophylline
80200,1497708473,,Tobramycin
80201,1497708473,,Topiramate
80202,1497708473,,Vancomycin
80203,1497708473,,Zonisamide
80230,1497708473,,Infliximab
80280,1497708473,,Vedolizumab
80299,1497708473,,"Quantitation of therapeutic drug, not elsewhere specified"
80305,1497708473,,"Drug test(s), presumptive, any number of drug classes, any number of devices or procedures; capable of being read by direct optical observation only (eg, utilizing immunoassay [eg, dipsticks, cups, cards, or cartridges]), includes sample validation when performed, per date of service"
80306,1497708473,,"Drug test(s), presumptive, any number of drug classes, any number of devices or procedures; read by instrument assisted direct optical observation (eg, utilizing immunoassay [eg, dipsticks, cups, cards, or cartridges]), includes sample validation when performed, per date of service"
80307,1497708473,,"Drug test(s), presumptive, any number of drug classes, any number of devices or procedures; by instrument chemistry analyzers (eg, utilizing immunoassay [eg, EIA, ELISA, EMIT, FPIA, IA, KIMS, RIA]), chromatography (eg, GC, HPLC), and mass spectrometry either with or without chromatography, (eg, DART, DESI, GC-MS, GC-MS/MS, LC-MS, LC-MS/MS, LDTD, MALDI, TOF) includes sample validation when performed, per date of service"
80320,1497708473,,Alcohols
80323,1497708473,,"Alkaloids, not otherwise specified"
80324,1497708473,,Amphetamines; 1 or 2
80327,1497708473,,Anabolic steroids; 1 or 2
80329,1497708473,,"Analgesics, non-opioid; 1 or 2"
80332,1497708473,,"Antidepressants, serotonergic class; 1 or 2"
80335,1497708473,,"Antidepressants, tricyclic and other cyclicals; 1 or 2"
80338,1497708473,,"Antidepressants, not otherwise specified"
80339,1497708473,,"Antiepileptics, not otherwise specified; 1-3"
80342,1497708473,,"Antipsychotics, not otherwise specified; 1-3"
80345,1497708473,,Barbiturates
80346,1497708473,,Benzodiazepines; 1-12
80347,1497708473,,Benzodiazepines; 13 or more
80348,1497708473,,Buprenorphine
80349,1497708473,,"Cannabinoids, natural"
80353,1497708473,,Cocaine
80354,1497708473,,Fentanyl
80358,1497708473,,Methadone
80361,1497708473,,"Opiates, 1 or more"
80362,1497708473,,Opioids and opiate analogs; 1 or 2
80365,1497708473,,Oxycodone
80366,1497708473,,Pregabalin
80367,1497708473,,Propoxyphene
80373,1497708473,,Tramadol
80375,1497708473,,"Drug(s) or substance(s), definitive, qualitative or quantitative, not otherwise specified; 1-3"
80377,1497708473,,"Drug(s) or substance(s), definitive, qualitative or quantitative, not otherwise specified; 7 or more"
80434,1497708473,,Insulin tolerance panel; for ACTH insufficiency This panel must include the following: Cortisol (82533 x 5) Glucose (82947 x 5)
81000,1497708473,,"Urinalysis, by dip stick or tablet reagent for bilirubin, glucose, hemoglobin, ketones, leukocytes, nitrite, pH, protein, specific gravity, urobilinogen, any number of these constituents; non-automated, with microscopy"
81001,1497708473,,"Urinalysis, by dip stick or tablet reagent for bilirubin, glucose, hemoglobin, ketones, leukocytes, nitrite, pH, protein, specific gravity, urobilinogen, any number of these constituents; automated, with microscopy"
81003,1497708473,,"Urinalysis, by dip stick or tablet reagent for bilirubin, glucose, hemoglobin, ketones, leukocytes, nitrite, pH, protein, specific gravity, urobilinogen, any number of these constituents; automated, without microscopy"
81005,1497708473,,"Urinalysis; qualitative or semiquantitative, except immunoassays"
81015,1497708473,,Urinalysis; microscopic only
81025,1497708473,,"Urine pregnancy test, by visual color comparison methods"
81050,1497708473,,"Volume measurement for timed collection, each"
81162,1497708473,,"BRCA1 (BRCA1, DNA repair associated), BRCA2 (BRCA2, DNA repair associated) (eg, hereditary breast and ovarian cancer) gene analysis; full sequence analysis and full duplication/deletion analysis (ie, detection of large gene rearrangements)"
81170,1497708473,,"ABL1 (ABL proto-oncogene 1, non-receptor tyrosine kinase) (eg, acquired imatinib tyrosine kinase inhibitor resistance), gene analysis, variants in the kinase domain"
81206,1497708473,,"BCR/ABL1 (t(9;22)) (eg, chronic myelogenous leukemia) translocation analysis; major breakpoint, qualitative or quantitative"
81207,1497708473,,"BCR/ABL1 (t(9;22)) (eg, chronic myelogenous leukemia) translocation analysis; minor breakpoint, qualitative or quantitative"
81210,1497708473,,"BRAF (B-Raf proto-oncogene, serine/threonine kinase) (eg, colon cancer, melanoma), gene analysis, V600 variant(s)"
81215,1497708473,,"BRCA1 (BRCA1, DNA repair associated) (eg, hereditary breast and ovarian cancer) gene analysis; known familial variant"
81217,1497708473,,"BRCA2 (BRCA2, DNA repair associated) (eg, hereditary breast and ovarian cancer) gene analysis; known familial variant"
81220,1497708473,,"CFTR (cystic fibrosis transmembrane conductance regulator) (eg, cystic fibrosis) gene analysis; common variants (eg, ACMG/ACOG guidelines)"
81223,1497708473,,"CFTR (cystic fibrosis transmembrane conductance regulator) (eg, cystic fibrosis) gene analysis; full gene sequence"
81225,1497708473,,"CYP2C19 (cytochrome P450, family 2, subfamily C, polypeptide 19) (eg, drug metabolism), gene analysis, common variants (eg, *2, *3, *4, *8, *17)"
81227,1497708473,,"CYP2C9 (cytochrome P450, family 2, subfamily C, polypeptide 9) (eg, drug metabolism), gene analysis, common variants (eg, *2, *3, *5, *6)"
81229,1497708473,,Cytogenomic constitutional (genome-wide) microarray analysis; interrogation of genomic regions for copy number and single nucleotide polymorphism (SNP) variants for chromosomal abnormalities
81235,1497708473,,"EGFR (epidermal growth factor receptor) (eg, non-small cell lung cancer) gene analysis, common variants (eg, exon 19 LREA deletion, L858R, T790M, G719A, G719S, L861Q)"
81240,1497708473,,"F2 (prothrombin, coagulation factor II) (eg, hereditary hypercoagulability) gene analysis, 20210G>A variant"
81241,1497708473,,"F5 (coagulation factor V) (eg, hereditary hypercoagulability) gene analysis, Leiden variant"
81243,1497708473,,"FMR1 (fragile X mental retardation 1) (eg, fragile X mental retardation) gene analysis; evaluation to detect abnormal (eg, expanded) alleles"
81245,1497708473,,"FLT3 (fms-related tyrosine kinase 3) (eg, acute myeloid leukemia), gene analysis; internal tandem duplication (ITD) variants (ie, exons 14, 15)"
81246,1497708473,,"FLT3 (fms-related tyrosine kinase 3) (eg, acute myeloid leukemia), gene analysis; tyrosine kinase domain (TKD) variants (eg, D835, I836)"
81250,1497708473,,"G6PC (glucose-6-phosphatase, catalytic subunit) (eg, Glycogen storage disease, type 1a, von Gierke disease) gene analysis, common variants (eg, R83C, Q347X)"
81256,1497708473,,"HFE (hemochromatosis) (eg, hereditary hemochromatosis) gene analysis, common variants (eg, C282Y, H63D)"
81261,1497708473,,"IGH@ (Immunoglobulin heavy chain locus) (eg, leukemias and lymphomas, B-cell), gene rearrangement analysis to detect abnormal clonal population(s); amplified methodology (eg, polymerase chain reaction)"
81263,1497708473,,"IGH@ (Immunoglobulin heavy chain locus) (eg, leukemia and lymphoma, B-cell), variable region somatic mutation analysis"
81264,1497708473,,"IGK@ (Immunoglobulin kappa light chain locus) (eg, leukemia and lymphoma, B-cell), gene rearrangement analysis, evaluation to detect abnormal clonal population(s)"
81270,1497708473,,"JAK2 (Janus kinase 2) (eg, myeloproliferative disorder) gene analysis, p.Val617Phe (V617F) variant"
81275,1497708473,,"KRAS (Kirsten rat sarcoma viral oncogene homolog) (eg, carcinoma) gene analysis; variants in exon 2 (eg, codons 12 and 13)"
81291,1497708473,,"MTHFR (5,10-methylenetetrahydrofolate reductase) (eg, hereditary hypercoagulability) gene analysis, common variants (eg, 677T, 1298C)"
81295,1497708473,,"MSH2 (mutS homolog 2, colon cancer, nonpolyposis type 1) (eg, hereditary non-polyposis colorectal cancer, Lynch syndrome) gene analysis; full sequence analysis"
81301,1497708473,,"Microsatellite instability analysis (eg, hereditary non-polyposis colorectal cancer, Lynch syndrome) of markers for mismatch repair deficiency (eg, BAT25, BAT26), includes comparison of neoplastic and normal tissue, if performed"
81329,1497708473,,"SMN1 (survival of motor neuron 1, telomeric) (eg, spinal muscular atrophy) gene analysis; dosage/deletion analysis (eg, carrier testing), includes SMN2 (survival of motor neuron 2, centromeric) analysis, if performed"
81331,1497708473,,"SNRPN/UBE3A (small nuclear ribonucleoprotein polypeptide N and ubiquitin protein ligase E3A) (eg, Prader-Willi syndrome and/or Angelman syndrome), methylation analysis"
81333,1497708473,,"TGFBI (transforming growth factor beta-induced) (eg, corneal dystrophy) gene analysis, common variants (eg, R124H, R124C, R124L, R555W, R555Q)"
81342,1497708473,,"TRG@ (T cell antigen receptor, gamma) (eg, leukemia and lymphoma), gene rearrangement analysis, evaluation to detect abnormal clonal population(s)"
81350,1497708473,,"UGT1A1 (UDP glucuronosyltransferase 1 family, polypeptide A1) (eg, drug metabolism, hereditary unconjugated hyperbilirubinemia [Gilbert syndrome]) gene analysis, common variants (eg, *28, *36, *37)"
81374,1497708473,,"HLA Class I typing, low resolution (eg, antigen equivalents); one antigen equivalent (eg, B*27), each"
81375,1497708473,,"HLA Class II typing, low resolution (eg, antigen equivalents); HLA-DRB1/3/4/5 and -DQB1"
81376,1497708473,,"HLA Class II typing, low resolution (eg, antigen equivalents); one locus (eg, HLA-DRB1, -DRB3/4/5, -DQB1, -DQA1, -DPB1, or -DPA1), each"
81377,1497708473,,"HLA Class II typing, low resolution (eg, antigen equivalents); one antigen equivalent, each"
81381,1497708473,,"HLA Class I typing, high resolution (ie, alleles or allele groups); one allele or allele group (eg, B*57:01P), each"
81383,1497708473,,"HLA Class II typing, high resolution (ie, alleles or allele groups); one allele or allele group (eg, HLA-DQB1*06:02P), each"
81400,1497708473,,MOLECULAR PATHOLOGY PROCEDURE LEVEL 1
81401,1497708473,,MOLECULAR PATHOLOGY PROCEDURE LEVEL 2
81402,1497708473,,MOLECULAR PATHOLOGY PROCEDURE LEVEL 3
81403,1497708473,,MOLECULAR PATHOLOGY PROCEDURE LEVEL 4
81404,1497708473,,MOLECULAR PATHOLOGY PROCEDURE LEVEL 5
81420,1497708473,,"Fetal chromosomal aneuploidy (eg, trisomy 21, monosomy X) genomic sequence analysis panel, circulating cell-free fetal DNA in maternal blood, must include analysis of chromosomes 13, 18, and 21"
81479,1497708473,,Unlisted molecular pathology procedure
82009,1497708473,,"Ketone body(s) (eg, acetone, acetoacetic acid, beta-hydroxybutyrate); qualitative"
82010,1497708473,,"Ketone body(s) (eg, acetone, acetoacetic acid, beta-hydroxybutyrate); quantitative"
82017,1497708473,,"Acylcarnitines; quantitative, each specimen"
82024,1497708473,,Adrenocorticotropic hormone (ACTH)
82030,1497708473,,"Adenosine, 5-monophosphate, cyclic (cyclic AMP)"
82040,1497708473,,"Albumin; serum, plasma or whole blood"
82042,1497708473,,"Albumin; other source, quantitative, each specimen"
82043,1497708473,,"Albumin; urine (eg, microalbumin), quantitative"
82075,1497708473,,"Alcohol (ethanol), breath"
82085,1497708473,,Aldolase
82088,1497708473,,Aldosterone
82103,1497708473,,Alpha-1-antitrypsin; total
82104,1497708473,,Alpha-1-antitrypsin; phenotype
82105,1497708473,,Alpha-fetoprotein (AFP); serum
82107,1497708473,,Alpha-fetoprotein (AFP); AFP-L3 fraction isoform and total AFP (including ratio)
82108,1497708473,,Aluminum
82127,1497708473,,"Amino acids; single, qualitative, each specimen"
82128,1497708473,,"Amino acids; multiple, qualitative, each specimen"
82131,1497708473,,"Amino acids; single, quantitative, each specimen"
82135,1497708473,,"Aminolevulinic acid, delta (ALA)"
82136,1497708473,,"Amino acids, 2 to 5 amino acids, quantitative, each specimen"
82139,1497708473,,"Amino acids, 6 or more amino acids, quantitative, each specimen"
82140,1497708473,,Ammonia
82150,1497708473,,Amylase
82154,1497708473,,Androstanediol glucuronide
82157,1497708473,,Androstenedione
82163,1497708473,,Angiotensin II
82164,1497708473,,Angiotensin I - converting enzyme (ACE)
82172,1497708473,,"Apolipoprotein, each"
82175,1497708473,,Arsenic
